TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH,SHOPKEEPER_SPEECH_DB_ENTRY_RANGE
3,18,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,what kind of camera is this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.,10~25
3,19,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,what is the ISO,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
3,20,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,what is the ISO,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
3,21,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,color,what colors does this one come in,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,color,"This one comes in purple, pink, black, silver, red.",18~50
3,22,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,color,what colors does this one come in,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,color,"This one comes in purple, pink, black, silver, red.",18~50
3,23,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,can it take long exposure shots,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
3,24,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,This one has limited manual settings.,13~36
3,25,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,how many autofocus points does it have,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
3,26,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,what kind of camera is this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.,10~25
3,27,CAMERA_3,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Canon EOS 5D Mark III.,39~60
3,28,CAMERA_3,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': ['sensor_size']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,sensor_size,This one has a full frame.,15~25
3,29,CAMERA_3,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': ['sensor_size', 'price']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_3,price,This one costs $2628.,15~20
3,30,CAMERA_3,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': ['sensor_size', 'price', 'weight']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,weight,how much does this one weigh,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,weight,This one weighs 950 grams (only body).,16~37
3,31,NONE,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': ['sensor_size', 'price', 'weight']}",C_THANK_YOU,CAMERA_3,NONE,thank you for your help,S_THANK_YOU,CAMERA_3,NONE,thank you very much,
3,32,NONE,"['CAMERA_1', 'CAMERA_3']","{'CAMERA_1': ['price', 'settings', 'autofocus_points', 'resolution', 'effects', 'optical_zoom', 'color', 'preset_modes', 'weight', 'camera_type', 'ISO', 'preset_modes', 'sensor_size', 'long_exposure', 'camera_type', 'ISO', 'ISO', 'color', 'color', 'long_exposure', 'settings', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': ['sensor_size', 'price', 'weight']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
4,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
4,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_1,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
4,3,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_EXAMINES_CAMERA,CAMERA_1,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
4,4,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_EXAMINES_CAMERA,CAMERA_1,NONE,,S_GREETS,CAMERA_1,NONE,can I help you?,
4,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_1,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
4,6,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,effects,does it have any effect modes,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,effects,"This one has 12 glamor retouch effects (e.g. skin softening, small face, big eyes).",13~82
4,7,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.,10~25
4,8,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,This one has limited manual settings.,13~36
4,9,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,what is the resolution,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,This one has 20.1 megapixels resolution.,13~28
4,10,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution', 'autofocus_points'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,how many autofocus points does it have,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
4,11,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution', 'autofocus_points', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,does it have optical zoom,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,This one has 5x optical zoom.,13~28
4,12,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution', 'autofocus_points', 'optical_zoom', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,price,how much does it cost,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,price,This one costs $2177.,15~20
4,13,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution', 'autofocus_points', 'optical_zoom', 'price', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
4,14,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'camera_type', 'settings', 'resolution', 'autofocus_points', 'optical_zoom', 'price', 'weight', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,color,"This one comes in purple, pink, black, silver, red.",18~50
