TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH,SHOPKEEPER_SPEECH_DB_ENTRY_RANGE
1,12,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,ok,S_INTRODUCES_FEATURE,CAMERA_1,resolution,This one has 14.2 megapixels resolution.,13~28
1,13,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,ok let's see,S_INTRODUCES_FEATURE,CAMERA_1,sensor_size,This one has a 1/2.3 inch CMOS sensor.,15~37
1,14,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,preset_modes,okay and does it have any menu settings,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
1,15,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,not too bad,S_INTRODUCES_FEATURE,CAMERA_1,weight,This one weighs 580 grams.,16~25
1,16,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,effects,what is about the artistic effect mode,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
1,17,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,wow that's pretty expensive is there a payment plan,S_INTRODUCES_FEATURE,CAMERA_1,ISO,This one has up to 6400 ISO.,13~27
1,18,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,I see what about the optical zoom,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
1,19,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,ok do you have any other cameras that can just look at,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Sony Coolpix DMC-ZS3.,39~59
1,20,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,sensor_size,what's sensor size,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,sensor_size,This one has a 23.6mm x 15.6mm (APS-C) X-Trans CMOS II with primary color filter.,15~80
1,21,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,optical_zoom,that's so many and what's the optical zoom on this phone,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,optical_zoom,This one has 34x optical zoom.,13~29
1,22,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,resolution,what about the resolution of this camera,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,resolution,This one has 19.0 megapixels resolution.,13~28
1,23,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,looks nice doesn't match what I want how much is consumed you know I want to sue me in and zoom out,S_INTRODUCES_FEATURE,CAMERA_2,effects,"This one has 11 creative mode settings (small face, soft focus, retro, etc.).",13~76
1,24,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects', 'color'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,color,what are the colors do you have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,color,This one comes in white or purple.,18~33
1,25,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects', 'color'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,do you have any other cameras that are in this kind,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Panasonic X100T S2800.,39~60
1,26,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects', 'color'], 'CAMERA_3': ['camera_type']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,camera_type,Is this a mirrorless camera?,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,camera_type,This is a premium compact digital camera camera.,10~40
1,27,NONE,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects', 'color'], 'CAMERA_3': ['camera_type']}",C_THANK_YOU,CAMERA_3,NONE,let me consider thank you,S_THANK_YOU,CAMERA_3,NONE,thank you very much.,
1,28,NONE,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'price', 'ISO', 'color', 'long_exposure', 'autofocus_points', 'settings', 'resolution', 'sensor_size', 'preset_modes', 'weight', 'effects', 'ISO', 'optical_zoom'], 'CAMERA_2': ['sensor_size', 'optical_zoom', 'resolution', 'effects', 'color'], 'CAMERA_3': ['camera_type']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
2,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
2,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,excuse me,S_GREETS,MIDDLE,NONE,can I help you?,
2,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I want to see your new camera the professional one,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Panasonic X100T DMC-ZS3.,39~62
2,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,effects,can I add also effects on the pictures,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
2,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,oh wow this is awesome all God,S_INTRODUCES_FEATURE,CAMERA_1,settings,This one has limited manual settings.,13~36
2,6,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,color,does this thing on camera and they come in silver color,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,color,This one comes in purple.,18~24
2,7,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,I say,S_INTRODUCES_FEATURE,CAMERA_1,price,This one costs $4695.,15~20
2,8,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay good,S_INTRODUCES_FEATURE,CAMERA_1,sensor_size,This one has a 1/2.3 inch CMOS sensor.,15~37
2,9,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,and what about the auto focus points,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,This one has 153 autofocus points.,13~33
2,10,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay that sounds good,S_INTRODUCES_FEATURE,CAMERA_1,camera_type,This is a digital single lens mirrorless camera.,10~40
2,11,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,preset_modes,cool any preset modes,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
2,12,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,how many megapixels does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,This one has 14.2 megapixels resolution.,13~28
2,13,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,oh that's great how about the iso settings,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,This one has up to 6400 ISO.,13~27
2,14,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,There is time when I need to open the shutter for longer than 30 seconds is it possible with this camera,S_NOT_SURE,CAMERA_1,,I'm not really sure about that.,
2,15,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,ok,S_INTRODUCES_FEATURE,CAMERA_1,weight,This one weighs 580 grams.,16~25
2,16,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,IC,S_INTRODUCES_FEATURE,CAMERA_1,color,This one comes in purple.,18~24
2,17,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,IC,S_INTRODUCES_FEATURE,CAMERA_1,camera_type,This is a digital single lens mirrorless camera.,10~40
2,18,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,So this is the only model you have in your shop,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Sony Coolpix DMC-ZS3.,39~59
2,19,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,sensor_size,ok what about the sensor size,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,sensor_size,This one has a 23.6mm x 15.6mm (APS-C) X-Trans CMOS II with primary color filter.,15~80
2,20,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,preset_modes,does it have like candle mode,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,preset_modes,"This one has more  than 10 exposure modes (e.g. backlighting, low light, soft skin).",13~83
2,21,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes', 'optical_zoom'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,ok,S_INTRODUCES_FEATURE,CAMERA_2,optical_zoom,This one has 34x optical zoom.,13~29
2,22,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes', 'optical_zoom'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,can you recommend another camera similar to this,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Panasonic X100T S2800.,39~60
2,23,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes', 'optical_zoom'], 'CAMERA_3': ['preset_modes']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,IC,S_INTRODUCES_FEATURE,CAMERA_3,preset_modes,This one has various preset modes.,13~33
2,24,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes', 'optical_zoom'], 'CAMERA_3': ['preset_modes', 'autofocus_points']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,ok,S_INTRODUCES_FEATURE,CAMERA_3,autofocus_points,This one has 175 autofocus points.,13~33
2,25,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['effects', 'settings', 'color', 'price', 'sensor_size', 'autofocus_points', 'camera_type', 'preset_modes', 'resolution', 'ISO', 'long_exposure', 'weight', 'color', 'camera_type'], 'CAMERA_2': ['sensor_size', 'preset_modes', 'optical_zoom'], 'CAMERA_3': ['preset_modes', 'autofocus_points', 'sensor_size']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_3,sensor_size,This one has a 23.6mm x 15.6mm (APS-C) X-Trans CMOS II with primary color filter.,15~80
