ACTION,TOPIC,UTTERANCE_ID,UTTERANCE
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,ISO,-1,
C_ANSWERS_QUESTION_X,lenses,-1,I'm looking for a camera that can use multiple lenses
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,lenses,-1,
C_ANSWERS_QUESTION_X,light,2201,I'm actually a professional photographer and an paparazzi do you have something more portable and more discreet that I can use
C_ANSWERS_QUESTION_X,light,324,yeah that kind of thing so it needs to be small enough to carry around
C_ANSWERS_QUESTION_X,light,-1,I'm looking for a lightweight camera
C_ANSWERS_QUESTION_X,light,-1,I'm looking for a light camera
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,light,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,I'm looking for a camera with long exposure
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,long_exposure,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,I'm looking for a camera with good low light performance
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,low_light_performance,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,I'm looking for a camera with full manual settings
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,manual_settings,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,I'm looking for a camera with high resolution
C_ANSWERS_QUESTION_X,megapixels,-1,I'm looking for a camera with a lot of megapixels
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,megapixels,-1,
C_ANSWERS_QUESTION_X,midprice,-1,I'm looking for a midprice camera
C_ANSWERS_QUESTION_X,midprice,-1,I'm looking for a camera that is not too expensive but not too cheap
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,midprice,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,I'm looking for a mirrorless camera
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,mirrorless,-1,
C_ANSWERS_QUESTION_X,movement,-1,I'm looking for a camera that can take good pictures of moving things
C_ANSWERS_QUESTION_X,movement,-1,I'm looking for a camera that can take good pictures of movement
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,movement,-1,
C_ANSWERS_QUESTION_X,optical_zoom,3787,I might have photos where the people are quite far away so I'm able to zoom in with us
C_ANSWERS_QUESTION_X,optical_zoom,-1,I'm looking for a camera with optical zoom
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,optical_zoom,-1,
C_ANSWERS_QUESTION_X,pink,-1,I'm looking for a pink camera
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,pink,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,I'm looking for a point and shoot camera
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,point_and_shoot,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,I'm looking for a camera with preset modes
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,preset_modes,-1,
C_ANSWERS_QUESTION_X,purple,-1,I'm looking for a purple camera
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,purple,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,1616,I happen workout Photography before starting a class next week
C_ANSWERS_QUESTION_X,PURPOSE:art_school,1510,this will be for art school
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,I'm looking for a camera for art school
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,I'm looking for a camera for art class
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:art_school,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,1069,oh yeah I mostly take picture close up portraits
C_ANSWERS_QUESTION_X,PURPOSE:close_up,970,yeah it depends I like to taking off close up pictures or sometimes it seems that depends on the moment
C_ANSWERS_QUESTION_X,PURPOSE:close_up,935,I like to do in a portrait or close up pictures
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,I'm looking for a camera that can take good close ups
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:close_up,-1,
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,2600,no I just saw some cool pictures on the internet and I thought that's something I would like to do
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,2152,oh I just thought he could find no pictures or normal pictures nothing fancy
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1952,I just want some better pictures
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1873,it's every day taking pictures
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1685,just a few pictures here and there and just I don't know just I just take pictures
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1666,I'm just everyday pictures that's it nothing special
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1629,mmm just any picture
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1232,the kind of pictures that you could just send off on the internet like a telephone does like a smartphone but I can't figure out how to work smartphone
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1220,I mean just being in the air the sea and taking picture of somebody jumping off a cliff or something
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1181,I'm not competitive person when it comes to pictures or just take pictures of a camera do
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,1020,and you know in different conditions do I have to manually set up what I just take pictures
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,750,no I die I don't I just take pictures but you don't mind my worries just taking pictures
C_ANSWERS_QUESTION_X,PURPOSE:everyday_photos,269,I take pictures of nothing in particular just when I'm somewhere and
C_ANSWERS_QUESTION_X,PURPOSE:expert,1394,well I'm a professional photographer so I need a camera that is also he has a really nice I just saw and that is carry around
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,I'm looking for an camera that an expert would use
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:expert,-1,
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,4320,I'm having a family gathering soon and I need a good camera for them
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,4187,I need a camera to help me take selfie me and my friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,3950,you are my family and I are going to go to Hawaii on a camera
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2985,taking pictures friends pictures going to the amusement park
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2476,no just for my personal collection
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2440,just pictures of my friends I guess
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2410,a bit of everything sometimes so pictures when I go out my friends sometimes vacation shots
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2382,I usually just outings with my family and friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2364,I'm taking a lot of pictures with families for people having babies in some the wedding photography too
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2321,I'm pretty much everything some pictures with friends sometimes sightseeing pictures
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,2282,just usually with my friends when we have parties
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1760,mmm just friends and family type pictures
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1604,you will be pictures from my family and friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1594,pictures from my family and friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1565,family and friends pictures
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1551,pictures from my family and friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1499,well this will be regular pictures from my friends and family
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1481,suicide pictures from my friends and family
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1373,this will be pictures from my friends and family
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1279,will be mainly like family pictures friend of mine is getting married so which one do you recommend
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1142,family pictures babies
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1130,well family pictures pretty much
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,1100,yeah I like to see some pictures on the moon with my friends over when we go out and everything
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,952,you know normal pictures with friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,832,stand up pictures of outside house are on the beach with friends
C_ANSWERS_QUESTION_X,PURPOSE:family_and_friends,763,just taking picture with friend I am not going to be professional for sure
