,SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
3563,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2935,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2937,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
1750,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4716,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
582,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
1704,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3495,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4780,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4787,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3013,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4821,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3619,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3586,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3747,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3017,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4023,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4020,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3979,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3976,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4143,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2699,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
313,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3903,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3901,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4229,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4233,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4252,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2615,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3745,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3860,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3856,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3854,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3851,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3802,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3800,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2372,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3798,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
2293,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3777,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3772,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4402,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3751,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3750,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3858,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3020,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4037,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3377,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4956,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
1209,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
1171,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3372,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4914,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4927,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3282,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4876,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4878,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4880,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3080,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3429,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4904,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4929,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4885,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4906,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3400,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3193,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
3237,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4838,NONE,PASSIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
896,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,*,1.0,,-
13,NONE,PROACTIVE,PRESENT_X;CANON,0;PRESENT_X;CANON,-,1.0,,-
4898,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3787,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4896,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2033,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3785,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2034,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4167,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3922,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1194,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
734,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1202,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1195,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3032,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2702,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
378,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2055,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,*,1.0,,-
393,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2128,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2118,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3382,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4166,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4376,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1187,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3791,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1103,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3353,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3311,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
934,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4264,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4261,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4282,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4260,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2621,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3871,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3873,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3875,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3877,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2647,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2619,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2593,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4207,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2823,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2288,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
831,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1145,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3356,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
530,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2667,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4325,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4321,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2463,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4315,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3826,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2500,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3828,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3830,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3832,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3789,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4937,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4506,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1997,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3526,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2734,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2736,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3518,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2969,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2972,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2977,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
652,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3091,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2987,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4761,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3087,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2989,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1694,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1686,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4790,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3200,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
808,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1502,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1464,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4962,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1552,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1445,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2943,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3007,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3002,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4806,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
477,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
476,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
577,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4795,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3005,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
879,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3092,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3094,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3662,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3660,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3659,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3103,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
413,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
414,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4057,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3418,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3631,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1327,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3627,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3099,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1305,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1891,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
645,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3629,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3179,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3601,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2929,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3957,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
599,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1306,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4663,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
442,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3579,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3952,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3892,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3894,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
4030,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3927,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3907,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3918,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3995,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3933,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3895,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3916,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2793,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3914,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3910,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2810,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
4014,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
4006,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2790,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2807,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2806,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3937,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3025,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3888,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3641,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3639,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3637,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3611,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3609,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3591,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3098,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3540,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3521,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
461,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3437,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3505,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3439,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2982,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3451,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3457,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3491,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3049,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
487,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3674,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3890,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3684,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3688,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3886,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3884,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3881,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3308,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3845,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3842,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2825,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3816,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3814,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3812,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3146,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3765,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3763,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3734,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3732,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3140,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3706,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3703,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
