,SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
2495,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2492,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2462,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2461,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2460,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2448,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2445,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2443,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2441,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1501,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1533,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1552,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2419,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2417,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2416,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1605,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2388,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2385,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2384,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
2383,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1630,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1631,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
700,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
1660,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
227,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
784,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
117,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4910,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
194,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
195,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
144,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4239,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
172,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4190,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
93,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
54,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4795,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
168,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4936,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
138,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4512,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
184,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
4166,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
114,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
41,NONE,PROACTIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
3952,NONE,PASSIVE,PRESENT_X;NIKON,0;PRESENT_X;NIKON,-,1.0,,-
53,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2916,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2179,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
381,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2341,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1587,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
4356,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2342,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2183,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1584,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2343,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1540,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
4796,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
295,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2033,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
50,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
164,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
63,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2668,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2755,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1880,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
3047,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1926,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
594,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1935,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2739,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1800,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
1798,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
2245,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1.0,,-
